Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
                0.00    0.00       2/29          void std::vector<Point, std::allocator<Point> >::_M_assign_aux<std::_Deque_iterator<Point, Point&, Point*> >(std::_Deque_iterator<Point, Point&, Point*>, std::_Deque_iterator<Point, Point&, Point*>, std::forward_iterator_tag) [183]
                0.00    0.00       6/29          std::vector<Point, std::allocator<Point> >::~vector() [72]
                0.00    0.00       6/29          void std::vector<Point, std::allocator<Point> >::_M_realloc_insert<Point const&>(__gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > >, Point const&) [101]
                0.00    0.00      12/29          void std::vector<Point, std::allocator<Point> >::_M_realloc_insert<Point>(__gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > >, Point&&) [71]
[24]     0.0    0.00    0.00      29         std::_Vector_base<Point, std::allocator<Point> >::_M_get_Tp_allocator() [24]
-----------------------------------------------
                0.00    0.00       8/26          std::vector<Point, std::allocator<Point> >::push_back(Point&&) [63]
                0.00    0.00       9/26          void std::__unguarded_linear_insert<__gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > >, __gnu_cxx::__ops::_Val_comp_iter<Convex::findConvexHull_using_vector()::{lambda(Point const&, Point const&)#1}> >(__gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > >, __gnu_cxx::__ops::_Val_comp_iter<Convex::findConvexHull_using_vector()::{lambda(Point const&, Point const&)#1}>) [104]
                0.00    0.00       9/26          void std::__unguarded_linear_insert<__gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > >, __gnu_cxx::__ops::_Val_comp_iter<Convex::findConvexHull_using_deque()::{lambda(Point const&, Point const&)#1}> >(__gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > >, __gnu_cxx::__ops::_Val_comp_iter<Convex::findConvexHull_using_deque()::{lambda(Point const&, Point const&)#1}>) [103]
[25]     0.0    0.00    0.00      26         std::remove_reference<Point&>::type&& std::move<Point&>(Point&) [25]
-----------------------------------------------
                0.00    0.00      12/24          Convex::findConvexHull_using_vector()::{lambda(Point const&, Point const&)#1}::operator()(Point const&, Point const&) const [60]
                0.00    0.00      12/24          Convex::findConvexHull_using_deque()::{lambda(Point const&, Point const&)#1}::operator()(Point const&, Point const&) const [59]
[26]     0.0    0.00    0.00      24         Convex::calculate_distance(Point, Point) [26]
-----------------------------------------------
                0.00    0.00       2/23          Convex::findConvexHull_using_vector() [152]
                0.00    0.00       2/23          Convex::findConvexHull_using_deque() [151]
                0.00    0.00       3/23          std::vector<Point, std::allocator<Point> >::push_back(Point const&) [88]
                0.00    0.00       6/23          Point& std::vector<Point, std::allocator<Point> >::emplace_back<Point>(Point&&) [62]
                0.00    0.00      10/23          std::vector<Point, std::allocator<Point> >::back() [55]
[27]     0.0    0.00    0.00      23         std::vector<Point, std::allocator<Point> >::end() [27]
                0.00    0.00      23/48          __gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > >::__normal_iterator(Point* const&) [18]
-----------------------------------------------
                0.00    0.00       2/22          Convex::findConvexHull_using_vector() [152]
                0.00    0.00       2/22          Convex::findConvexHull_using_deque() [151]
                0.00    0.00       9/22          Convex::findConvexHull_using_vector()::{lambda(Point const&, Point const&)#1}::operator()(Point const&, Point const&) const [60]
                0.00    0.00       9/22          Convex::findConvexHull_using_deque()::{lambda(Point const&, Point const&)#1}::operator()(Point const&, Point const&) const [59]
[28]     0.0    0.00    0.00      22         Convex::orientation(Point, Point, Point) [28]
-----------------------------------------------
                0.00    0.00       2/20          std::vector<Point, std::allocator<Point> >::vector(std::vector<Point, std::allocator<Point> > const&) [133]
                0.00    0.00      18/20          std::vector<Point, std::allocator<Point> >::max_size() const [34]
[29]     0.0    0.00    0.00      20         std::_Vector_base<Point, std::allocator<Point> >::_M_get_Tp_allocator() const [29]
-----------------------------------------------
                0.00    0.00       1/19          std::vector<Point, std::allocator<Point> >::_S_check_init_len(unsigned long, std::allocator<Point> const&) [185]
                0.00    0.00      18/19          std::vector<Point, std::allocator<Point> >::max_size() const [34]
[30]     0.0    0.00    0.00      19         std::vector<Point, std::allocator<Point> >::_S_max_size(std::allocator<Point> const&) [30]
                0.00    0.00      19/19          unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [31]
-----------------------------------------------
                0.00    0.00      19/19          std::vector<Point, std::allocator<Point> >::_S_max_size(std::allocator<Point> const&) [30]
[31]     0.0    0.00    0.00      19         unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [31]
-----------------------------------------------
                0.00    0.00       2/19          std::vector<Point, std::allocator<Point> >::push_back(Point const&) [88]
                0.00    0.00       8/19          std::deque<Point, std::allocator<Point> >::push_back(Point const&) [87]
                0.00    0.00       9/19          void std::vector<Point, std::allocator<Point> >::_M_realloc_insert<Point const&>(__gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > >, Point const&) [101]
[32]     0.0    0.00    0.00      19         Point const& std::forward<Point const&>(std::remove_reference<Point const&>::type&) [32]
-----------------------------------------------
                0.00    0.00       1/18          void std::__sort<__gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > >, __gnu_cxx::__ops::_Iter_comp_iter<Convex::findConvexHull_using_vector()::{lambda(Point const&, Point const&)#1}> >(__gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > >, __gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > >, __gnu_cxx::__ops::_Iter_comp_iter<Convex::findConvexHull_using_vector()::{lambda(Point const&, Point const&)#1}>) [210]
                0.00    0.00       1/18          void std::__sort<__gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > >, __gnu_cxx::__ops::_Iter_comp_iter<Convex::findConvexHull_using_deque()::{lambda(Point const&, Point const&)#1}> >(__gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > >, __gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > >, __gnu_cxx::__ops::_Iter_comp_iter<Convex::findConvexHull_using_deque()::{lambda(Point const&, Point const&)#1}>) [209]
                0.00    0.00       4/18          __gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > > std::__min_element<__gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > >, __gnu_cxx::__ops::_Iter_comp_iter<Convex::findConvexHull_using_vector()::{lambda(Point, Point)#1}> >(__gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > >, __gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > >, __gnu_cxx::__ops::_Iter_comp_iter<Convex::findConvexHull_using_vector()::{lambda(Point, Point)#1}>) [193]
                0.00    0.00       4/18          __gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > > std::__min_element<__gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > >, __gnu_cxx::__ops::_Iter_comp_iter<Convex::findConvexHull_using_deque()::{lambda(Point, Point)#1}> >(__gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > >, __gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > >, __gnu_cxx::__ops::_Iter_comp_iter<Convex::findConvexHull_using_deque()::{lambda(Point, Point)#1}>) [192]
                0.00    0.00       4/18          void std::__insertion_sort<__gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > >, __gnu_cxx::__ops::_Iter_comp_iter<Convex::findConvexHull_using_vector()::{lambda(Point const&, Point const&)#1}> >(__gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > >, __gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > >, __gnu_cxx::__ops::_Iter_comp_iter<Convex::findConvexHull_using_vector()::{lambda(Point const&, Point const&)#1}>) [199]
                0.00    0.00       4/18          void std::__insertion_sort<__gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > >, __gnu_cxx::__ops::_Iter_comp_iter<Convex::findConvexHull_using_deque()::{lambda(Point const&, Point const&)#1}> >(__gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > >, __gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > >, __gnu_cxx::__ops::_Iter_comp_iter<Convex::findConvexHull_using_deque()::{lambda(Point const&, Point const&)#1}>) [198]
[33]     0.0    0.00    0.00      18         bool __gnu_cxx::operator!=<Point*, std::vector<Point, std::allocator<Point> > >(__gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > > const&, __gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > > const&) [33]
                0.00    0.00      36/92          __gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > >::base() const [14]
-----------------------------------------------
                0.00    0.00      18/18          std::vector<Point, std::allocator<Point> >::_M_check_len(unsigned long, char const*) const [57]
[34]     0.0    0.00    0.00      18         std::vector<Point, std::allocator<Point> >::max_size() const [34]
                0.00    0.00      18/20          std::_Vector_base<Point, std::allocator<Point> >::_M_get_Tp_allocator() const [29]
                0.00    0.00      18/19          std::vector<Point, std::allocator<Point> >::_S_max_size(std::allocator<Point> const&) [30]
-----------------------------------------------
                0.00    0.00       6/18          void std::vector<Point, std::allocator<Point> >::_M_realloc_insert<Point const&>(__gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > >, Point const&) [101]
                0.00    0.00      12/18          void std::vector<Point, std::allocator<Point> >::_M_realloc_insert<Point>(__gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > >, Point&&) [71]
[35]     0.0    0.00    0.00      18         std::vector<Point, std::allocator<Point> >::_S_relocate(Point*, Point*, Point*, std::allocator<Point>&) [35]
                0.00    0.00      18/18          Point* std::__relocate_a<Point*, Point*, std::allocator<Point> >(Point*, Point*, Point*, std::allocator<Point>&) [36]
-----------------------------------------------
                0.00    0.00      18/18          std::vector<Point, std::allocator<Point> >::_S_relocate(Point*, Point*, Point*, std::allocator<Point>&) [35]
[36]     0.0    0.00    0.00      18         Point* std::__relocate_a<Point*, Point*, std::allocator<Point> >(Point*, Point*, Point*, std::allocator<Point>&) [36]
                0.00    0.00      54/57          Point* std::__niter_base<Point*>(Point*) [16]
                0.00    0.00      18/18          std::enable_if<std::__is_bitwise_relocatable<Point, void>::value, Point*>::type std::__relocate_a_1<Point, Point>(Point*, Point*, Point*, std::allocator<Point>&) [37]
-----------------------------------------------
                0.00    0.00      18/18          Point* std::__relocate_a<Point*, Point*, std::allocator<Point> >(Point*, Point*, Point*, std::allocator<Point>&) [36]
[37]     0.0    0.00    0.00      18         std::enable_if<std::__is_bitwise_relocatable<Point, void>::value, Point*>::type std::__relocate_a_1<Point, Point>(Point*, Point*, Point*, std::allocator<Point>&) [37]
-----------------------------------------------
                0.00    0.00      16/16          main [11]
[38]     0.0    0.00    0.00      16         bool __gnu_cxx::operator!=<char*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(__gnu_cxx::__normal_iterator<char*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&, __gnu_cxx::__normal_iterator<char*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&) [38]
                0.00    0.00      32/32          __gnu_cxx::__normal_iterator<char*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::base() const [21]
-----------------------------------------------
                0.00    0.00       1/16          void std::vector<Point, std::allocator<Point> >::_M_assign_aux<std::_Deque_iterator<Point, Point&, Point*> >(std::_Deque_iterator<Point, Point&, Point*>, std::_Deque_iterator<Point, Point&, Point*>, std::forward_iterator_tag) [183]
                0.00    0.00       3/16          void std::vector<Point, std::allocator<Point> >::_M_realloc_insert<Point const&>(__gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > >, Point const&) [101]
                0.00    0.00       6/16          std::_Vector_base<Point, std::allocator<Point> >::~_Vector_base() [70]
                0.00    0.00       6/16          void std::vector<Point, std::allocator<Point> >::_M_realloc_insert<Point>(__gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > >, Point&&) [71]
[39]     0.0    0.00    0.00      16         std::_Vector_base<Point, std::allocator<Point> >::_M_deallocate(Point*, unsigned long) [39]
                0.00    0.00      12/13          std::__new_allocator<Point>::deallocate(Point*, unsigned long) [43]
-----------------------------------------------
                0.00    0.00       1/16          std::vector<Point, std::allocator<Point> >::push_back(Point const&) [88]
                0.00    0.00       2/16          Point& std::vector<Point, std::allocator<Point> >::emplace_back<Point>(Point&&) [62]
                0.00    0.00       3/16          void std::vector<Point, std::allocator<Point> >::_M_realloc_insert<Point const&>(__gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > >, Point const&) [101]
                0.00    0.00       4/16          std::deque<Point, std::allocator<Point> >::push_back(Point const&) [87]
                0.00    0.00       6/16          void std::vector<Point, std::allocator<Point> >::_M_realloc_insert<Point>(__gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > >, Point&&) [71]
[40]     0.0    0.00    0.00      16         operator new(unsigned long, void*) [40]
-----------------------------------------------
                0.00    0.00       1/15          void std::__sort<__gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > >, __gnu_cxx::__ops::_Iter_comp_iter<Convex::findConvexHull_using_vector()::{lambda(Point const&, Point const&)#1}> >(__gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > >, __gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > >, __gnu_cxx::__ops::_Iter_comp_iter<Convex::findConvexHull_using_vector()::{lambda(Point const&, Point const&)#1}>) [210]
                0.00    0.00       1/15          void std::__sort<__gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > >, __gnu_cxx::__ops::_Iter_comp_iter<Convex::findConvexHull_using_deque()::{lambda(Point const&, Point const&)#1}> >(__gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > >, __gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > >, __gnu_cxx::__ops::_Iter_comp_iter<Convex::findConvexHull_using_deque()::{lambda(Point const&, Point const&)#1}>) [209]
                0.00    0.00       1/15          void std::__introsort_loop<__gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > >, long, __gnu_cxx::__ops::_Iter_comp_iter<Convex::findConvexHull_using_vector()::{lambda(Point const&, Point const&)#1}> >(__gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > >, __gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > >, long, __gnu_cxx::__ops::_Iter_comp_iter<Convex::findConvexHull_using_vector()::{lambda(Point const&, Point const&)#1}>) [201]
                0.00    0.00       1/15          void std::__final_insertion_sort<__gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > >, __gnu_cxx::__ops::_Iter_comp_iter<Convex::findConvexHull_using_vector()::{lambda(Point const&, Point const&)#1}> >(__gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > >, __gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > >, __gnu_cxx::__ops::_Iter_comp_iter<Convex::findConvexHull_using_vector()::{lambda(Point const&, Point const&)#1}>) [204]
                0.00    0.00       1/15          void std::__introsort_loop<__gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > >, long, __gnu_cxx::__ops::_Iter_comp_iter<Convex::findConvexHull_using_deque()::{lambda(Point const&, Point const&)#1}> >(__gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > >, __gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > >, long, __gnu_cxx::__ops::_Iter_comp_iter<Convex::findConvexHull_using_deque()::{lambda(Point const&, Point const&)#1}>) [200]
                0.00    0.00       1/15          void std::__final_insertion_sort<__gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > >, __gnu_cxx::__ops::_Iter_comp_iter<Convex::findConvexHull_using_deque()::{lambda(Point const&, Point const&)#1}> >(__gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > >, __gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > >, __gnu_cxx::__ops::_Iter_comp_iter<Convex::findConvexHull_using_deque()::{lambda(Point const&, Point const&)#1}>) [203]
                0.00    0.00       3/15          void std::vector<Point, std::allocator<Point> >::_M_realloc_insert<Point const&>(__gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > >, Point const&) [101]
                0.00    0.00       6/15          void std::vector<Point, std::allocator<Point> >::_M_realloc_insert<Point>(__gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > >, Point&&) [71]
[41]     0.0    0.00    0.00      15         __gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > >::difference_type __gnu_cxx::operator-<Point*, std::vector<Point, std::allocator<Point> > >(__gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > > const&, __gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > > const&) [41]
                0.00    0.00      30/92          __gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > >::base() const [14]
-----------------------------------------------
                0.00    0.00       3/14          void std::__insertion_sort<__gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > >, __gnu_cxx::__ops::_Iter_comp_iter<Convex::findConvexHull_using_vector()::{lambda(Point const&, Point const&)#1}> >(__gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > >, __gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > >, __gnu_cxx::__ops::_Iter_comp_iter<Convex::findConvexHull_using_vector()::{lambda(Point const&, Point const&)#1}>) [199]
                0.00    0.00       3/14          void std::__insertion_sort<__gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > >, __gnu_cxx::__ops::_Iter_comp_iter<Convex::findConvexHull_using_deque()::{lambda(Point const&, Point const&)#1}> >(__gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > >, __gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > >, __gnu_cxx::__ops::_Iter_comp_iter<Convex::findConvexHull_using_deque()::{lambda(Point const&, Point const&)#1}>) [198]
                0.00    0.00       4/14          __gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > > std::__min_element<__gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > >, __gnu_cxx::__ops::_Iter_comp_iter<Convex::findConvexHull_using_vector()::{lambda(Point, Point)#1}> >(__gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > >, __gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > >, __gnu_cxx::__ops::_Iter_comp_iter<Convex::findConvexHull_using_vector()::{lambda(Point, Point)#1}>) [193]
                0.00    0.00       4/14          __gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > > std::__min_element<__gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > >, __gnu_cxx::__ops::_Iter_comp_iter<Convex::findConvexHull_using_deque()::{lambda(Point, Point)#1}> >(__gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > >, __gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > >, __gnu_cxx::__ops::_Iter_comp_iter<Convex::findConvexHull_using_deque()::{lambda(Point, Point)#1}>) [192]
[42]     0.0    0.00    0.00      14         __gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > >::operator++() [42]
-----------------------------------------------
                0.00    0.00       1/13          std::_Deque_base<Point, std::allocator<Point> >::_M_deallocate_node(Point*) [171]
                0.00    0.00      12/13          std::_Vector_base<Point, std::allocator<Point> >::_M_deallocate(Point*, unsigned long) [39]
[43]     0.0    0.00    0.00      13         std::__new_allocator<Point>::deallocate(Point*, unsigned long) [43]
-----------------------------------------------
                0.00    0.00       1/13          std::_Deque_base<Point, std::allocator<Point> >::_M_allocate_node() [167]
                0.00    0.00      12/13          std::_Vector_base<Point, std::allocator<Point> >::_M_allocate(unsigned long) [50]
[44]     0.0    0.00    0.00      13         std::__new_allocator<Point>::allocate(unsigned long, void const*) [44]
-----------------------------------------------
                0.00    0.00       2/13          Convex::findConvexHull_using_vector() [152]
                0.00    0.00       2/13          Convex::findConvexHull_using_deque() [151]
                0.00    0.00       3/13          void std::vector<Point, std::allocator<Point> >::_M_realloc_insert<Point const&>(__gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > >, Point const&) [101]
                0.00    0.00       6/13          void std::vector<Point, std::allocator<Point> >::_M_realloc_insert<Point>(__gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > >, Point&&) [71]
[45]     0.0    0.00    0.00      13         std::vector<Point, std::allocator<Point> >::begin() [45]
                0.00    0.00      13/48          __gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > >::__normal_iterator(Point* const&) [18]
-----------------------------------------------
                0.00    0.00       1/13          std::_Deque_base<Point, std::allocator<Point> >::_M_deallocate_node(Point*) [171]
                0.00    0.00       1/13          std::_Deque_base<Point, std::allocator<Point> >::_M_allocate_node() [167]
                0.00    0.00       2/13          std::_Deque_base<Point, std::allocator<Point> >::_M_initialize_map(unsigned long) [170]
                0.00    0.00       9/13          std::_Deque_iterator<Point, Point&, Point*>::_S_buffer_size() [58]
[46]     0.0    0.00    0.00      13         std::__deque_buf_size(unsigned long) [46]
-----------------------------------------------
                0.00    0.00       6/12          void std::__unguarded_linear_insert<__gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > >, __gnu_cxx::__ops::_Val_comp_iter<Convex::findConvexHull_using_vector()::{lambda(Point const&, Point const&)#1}> >(__gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > >, __gnu_cxx::__ops::_Val_comp_iter<Convex::findConvexHull_using_vector()::{lambda(Point const&, Point const&)#1}>) [104]
                0.00    0.00       6/12          void std::__unguarded_linear_insert<__gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > >, __gnu_cxx::__ops::_Val_comp_iter<Convex::findConvexHull_using_deque()::{lambda(Point const&, Point const&)#1}> >(__gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > >, __gnu_cxx::__ops::_Val_comp_iter<Convex::findConvexHull_using_deque()::{lambda(Point const&, Point const&)#1}>) [103]
[47]     0.0    0.00    0.00      12         __gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > >::operator--() [47]
-----------------------------------------------
                0.00    0.00      12/12          main [11]
[48]     0.0    0.00    0.00      12         __gnu_cxx::__normal_iterator<char*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::operator++() [48]
-----------------------------------------------
                0.00    0.00      12/12          main [11]
[49]     0.0    0.00    0.00      12         __gnu_cxx::__normal_iterator<char*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::operator*() const [49]
-----------------------------------------------
                0.00    0.00       1/12          Point* std::vector<Point, std::allocator<Point> >::_M_allocate_and_copy<std::_Deque_iterator<Point, Point&, Point*> >(unsigned long, std::_Deque_iterator<Point, Point&, Point*>, std::_Deque_iterator<Point, Point&, Point*>) [186]
                0.00    0.00       2/12          std::_Vector_base<Point, std::allocator<Point> >::_M_create_storage(unsigned long) [122]
                0.00    0.00       3/12          void std::vector<Point, std::allocator<Point> >::_M_realloc_insert<Point const&>(__gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > >, Point const&) [101]
                0.00    0.00       6/12          void std::vector<Point, std::allocator<Point> >::_M_realloc_insert<Point>(__gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > >, Point&&) [71]
[50]     0.0    0.00    0.00      12         std::_Vector_base<Point, std::allocator<Point> >::_M_allocate(unsigned long) [50]
                0.00    0.00      12/13          std::__new_allocator<Point>::allocate(unsigned long, void const*) [44]
-----------------------------------------------
                0.00    0.00      12/12          std::pair<std::__strip_reference_wrapper<std::decay<float&>::type>::__type, std::__strip_reference_wrapper<std::decay<float&>::type>::__type> std::make_pair<float&, float&>(float&, float&) [52]
[51]     0.0    0.00    0.00      12         std::pair<float, float>::pair<float&, float&, true>(float&, float&) [51]
                0.00    0.00      24/48          float& std::forward<float&>(std::remove_reference<float&>::type&) [19]
-----------------------------------------------
                0.00    0.00       6/12          Convex::findConvexHull_using_vector()::{lambda(Point, Point)#1}::operator()(Point, Point) const [108]
                0.00    0.00       6/12          Convex::findConvexHull_using_deque()::{lambda(Point, Point)#1}::operator()(Point, Point) const [107]
[52]     0.0    0.00    0.00      12         std::pair<std::__strip_reference_wrapper<std::decay<float&>::type>::__type, std::__strip_reference_wrapper<std::decay<float&>::type>::__type> std::make_pair<float&, float&>(float&, float&) [52]
                0.00    0.00      24/48          float& std::forward<float&>(std::remove_reference<float&>::type&) [19]
                0.00    0.00      12/12          std::pair<float, float>::pair<float&, float&, true>(float&, float&) [51]
-----------------------------------------------
                0.00    0.00      10/10          std::vector<Point, std::allocator<Point> >::back() [55]
[53]     0.0    0.00    0.00      10         __gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > >::operator-(long) const [53]
                0.00    0.00      10/48          __gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > >::__normal_iterator(Point* const&) [18]
-----------------------------------------------
                0.00    0.00       1/10          std::_Deque_base<Point, std::allocator<Point> >::_Deque_impl::~_Deque_impl() [163]
                0.00    0.00       1/10          std::vector<Point, std::allocator<Point> >::_S_check_init_len(unsigned long, std::allocator<Point> const&) [185]
                0.00    0.00       2/10          std::vector<Point, std::allocator<Point> >::vector(std::vector<Point, std::allocator<Point> > const&) [133]
                0.00    0.00       6/10          std::_Vector_base<Point, std::allocator<Point> >::_Vector_impl::~_Vector_impl() [68]
[54]     0.0    0.00    0.00      10         std::__new_allocator<Point>::~__new_allocator() [54]
-----------------------------------------------
                0.00    0.00       2/10          Convex::findConvexHull_using_vector() [152]
                0.00    0.00       8/10          Point& std::vector<Point, std::allocator<Point> >::emplace_back<Point>(Point&&) [62]
[55]     0.0    0.00    0.00      10         std::vector<Point, std::allocator<Point> >::back() [55]
                0.00    0.00      10/23          std::vector<Point, std::allocator<Point> >::end() [27]
                0.00    0.00      10/10          __gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > >::operator-(long) const [53]
                0.00    0.00      10/72          __gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > >::operator*() const [15]
-----------------------------------------------
                0.00    0.00       1/10          std::_Deque_base<Point, std::allocator<Point> >::_M_initialize_map(unsigned long) [170]
                0.00    0.00       9/10          std::vector<Point, std::allocator<Point> >::_M_check_len(unsigned long, char const*) const [57]
[56]     0.0    0.00    0.00      10         unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [56]
-----------------------------------------------
                0.00    0.00       3/9           void std::vector<Point, std::allocator<Point> >::_M_realloc_insert<Point const&>(__gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > >, Point const&) [101]
                0.00    0.00       6/9           void std::vector<Point, std::allocator<Point> >::_M_realloc_insert<Point>(__gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > >, Point&&) [71]
